interventionType,intervention,jobsType,jobsName,value,id,region,country,gP,status
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P143795,SAR,Bhutan,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Creation,Entrepreneurs/self-employed,Yes,P143795,SAR,Bhutan,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Quality,Earnings/ livelihood,Yes,P143795,SAR,Bhutan,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P143795,SAR,Bhutan,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P143914,AFR,Gabon,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P143914,AFR,Gabon,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Quality,Earnings/ livelihood,Yes,P143915,AFR,South Sudan,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Access,Working of labor market,Yes,P143915,AFR,South Sudan,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P143993,AFR,Burkina Faso,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P143993,AFR,Burkina Faso,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P143995,LCR,Bolivia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P143995,LCR,Bolivia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P143995,LCR,Bolivia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Quality,Earnings/ livelihood,Yes,P144103,ECA,Moldova,Trade & Competitiveness GP,Active
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Access,Working of labor market,Yes,P144103,ECA,Moldova,Trade & Competitiveness GP,Active
Micro- level: Individuals/ Firms,Productive Assets-MSME/ Entrepreneurship,Intermediate Outcomes,Firm performance/ investment,Yes,P144134,MNA,Morocco,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Productive Assets-MSME/ Entrepreneurship,Job Creation,Job creation (by employers),Yes,P144134,MNA,Morocco,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Productive Assets-MSME/ Entrepreneurship,Job Creation,Entrepreneurs/self-employed,Yes,P144134,MNA,Morocco,"Urban, Rural & Social GP",Active
Meso-level: Business Environment,Infrastructure-ICT,Intermediate Outcomes,Access to/ working of product markets,Yes,P144140,AFR,Ghana,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Intermediate Outcomes,Firm performance/ investment,Yes,P144140,AFR,Ghana,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Job Creation,Job creation (by employers),Yes,P144140,AFR,Ghana,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Job Creation,New enterprises,Yes,P144140,AFR,Ghana,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Job Quality,Worker productivity,Yes,P144140,AFR,Ghana,Transport and ICT GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P144167,ECA,Russian Federation,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Creation,Entrepreneurs/self-employed,Yes,P144167,ECA,Russian Federation,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Quality,Earnings/ livelihood,Yes,P144167,ECA,Russian Federation,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P144167,ECA,Russian Federation,Education GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144183,AFR,Mauritania,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144183,AFR,Mauritania,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Intermediate Outcomes,Access to/ working of product markets,Yes,P144254,AFR,Zambia,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144254,AFR,Zambia,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144254,AFR,Zambia,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Quality,Earnings/ livelihood,Yes,P144263,LCR,Jamaica,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Access,Working of labor market,Yes,P144263,LCR,Jamaica,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144269,EAP,Indonesia,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144269,EAP,Indonesia,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144271,LCR,Colombia,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144271,LCR,Colombia,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144283,ECA,Armenia,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144283,ECA,Armenia,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144338,ECA,Kyrgyz Republic,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144338,ECA,Kyrgyz Republic,Agriculture GP,Active
Meso-level: Business Environment,Labor Policies,Job Access,Working of labor market,Yes,P144363,LCR,Colombia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144415,LCR,Nicaragua,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144415,LCR,Nicaragua,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144442,AFR,Mali,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144442,AFR,Mali,"Urban, Rural & Social GP",Active
Meso-level: Business Environment,Labor Policies,Job Access,Working of labor market,Yes,P144470,LCR,Caribbean,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Quality,Earnings/ livelihood,Yes,P144484,AFR,Togo,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P144500,MNA,Morocco,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P144500,MNA,Morocco,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P144500,MNA,Morocco,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Access,Gender,Yes,P144500,MNA,Morocco,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P144575,AFR,Mauritania,Education GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P144575,AFR,Mauritania,Education GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144614,LCR,Haiti,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144614,LCR,Haiti,"Urban, Rural & Social GP",Active
Meso-level: Business Environment,Labor Policies,Job Access,Working of labor market,Yes,P144629,AFR,Africa,"Health, Nutrition & Population GP",Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P144655,MNA,Middle East and North Africa,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P144655,MNA,Middle East and North Africa,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P144655,MNA,Middle East and North Africa,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Access,Gender,Yes,P144655,MNA,Middle East and North Africa,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144762,AFR,Cote d'Ivoire,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144762,AFR,Cote d'Ivoire,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144813,MNA,"Yemen, Republic of",Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144813,MNA,"Yemen, Republic of",Environment & Natural Resources GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P144825,EAP,Vietnam,Trade & Competitiveness GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets- Land,Intermediate Outcomes,Firm performance/ investment,Yes,P144889,SAR,India,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets- Land,Job Creation,Job creation (by employers),Yes,P144889,SAR,India,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144902,AFR,Africa,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144902,AFR,Africa,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Quality,Earnings/ livelihood,Yes,P144928,LCR,Honduras,Social Protection & Labor GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P144933,AFR,Lesotho,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P144933,AFR,Lesotho,Trade & Competitiveness GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P144994,ECA,Montenegro,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P144994,ECA,Montenegro,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Quality,Earnings/ livelihood,Yes,P145117,AFR,Guinea,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Access,Labor force participation,Yes,P145117,AFR,Guinea,Social Protection & Labor GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P145118,SAR,Bangladesh,Education GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P145118,SAR,Bangladesh,Education GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Intermediate Outcomes,Access to/ working of product markets,Yes,P145120,EAP,Papua New Guinea,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P145120,EAP,Papua New Guinea,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Access,Labor force participation,Yes,P145120,EAP,Papua New Guinea,Transport and ICT GP,Active
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Quality,Earnings/ livelihood,Yes,P145196,AFR,"Congo, Democratic Republic of",Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs-Public Works,Job Access,Working of labor market,Yes,P145196,AFR,"Congo, Democratic Republic of",Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Productive Assets- Land,Intermediate Outcomes,Firm performance/ investment,Yes,P145208,EAP,Vanuatu,Governance GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets- Land,Job Creation,Job creation (by employers),Yes,P145208,EAP,Vanuatu,Governance GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Quality,Earnings/ livelihood,Yes,P145241,MNA,Jordan,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Access,Working of labor market,Yes,P145241,MNA,Jordan,Social Protection & Labor GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P145251,AFR,Niger,Macro & Fiscal Management GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Quality,Earnings/ livelihood,Yes,P145263,AFR,"Congo, Republic of",Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P145309,AFR,Uganda,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Quality,Earnings/ livelihood,Yes,P145309,AFR,Uganda,Education GP,Pipeline
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P145309,AFR,Uganda,Education GP,Pipeline
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P145311,EAP,Vanuatu,Energy & Extractives GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P145339,AFR,South Sudan,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P145339,AFR,South Sudan,Agriculture GP,Active
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P145345,LCR,Andean Countries,Environment & Natural Resources GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P145359,SAR,Nepal,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P145359,SAR,Nepal,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P145419,SAR,India,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P145419,SAR,India,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P145420,SAR,Pakistan,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P145420,SAR,Pakistan,"Urban, Rural & Social GP",Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P145443,SAR,Afghanistan,Trade & Competitiveness GP,Pipeline
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P145443,SAR,Afghanistan,Trade & Competitiveness GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Quality,Earnings/ livelihood,Yes,P145468,LCR,Haiti,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Access,Working of labor market,Yes,P145468,LCR,Haiti,Social Protection & Labor GP,Active
